"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"wf01","2010","Single year","65","49.1982651792558","80.8017348207441","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2011","Single year","61","45.6921919249573","76.3078080750426","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2012","Single year","75","58.0262139888574","91.9737860111425","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2013","Single year","59","43.9452309741745","74.0547690258254","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2014","Single year","55","40.464518063092","69.5354819369079","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2015","Single year","67","50.9570033663749","83.0429966336251","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2016","Single year","57","42.202596417629","71.7974035823709","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2017","Single year","68","51.8377229386698","84.1622770613302","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2018","Single year","78","60.6900667819271","95.3099332180728","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2019","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"wf01","2020","Single year","64","48.3202881236795","79.6797118763204","Injuries","Number","Work","Validated","Maori","All ages","Serious non-fatal"
"in02","2000","Single year","3.31967674018865","2.11075159785028","4.52860188252703","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2001","Single year","6.1450927312456","4.50585780110907","7.78432766138213","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2002","Single year","5.5325255832387","3.98343088243679","7.08162028404061","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2003","Single year","3.25996537691944","2.07348084795114","4.44644990588774","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2004","Single year","4.24945616150155","2.8983337425969","5.60057858040621","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2005","Single year","4.47737388531982","3.08982887827477","5.86491889236488","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2006","Single year","4.69021187766119","3.27166385974916","6.10875989557322","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2007","Single year","5.00617015742031","3.54289949552609","6.46944081931454","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2008","Single year","4.07908567621931","2.76333210009106","5.39483925234757","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2009","Single year","5.9999086033731","4.42605518411301","7.57376202263318","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2010","Single year","6.01737394565064","4.43767077862924","7.59707711267203","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2011","Single year","4.54193985651106","3.16462746097081","5.91925225205131","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2012","Single year","4.34362000611818","2.99363489838668","5.69360511384968","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2013","Single year","3.97119608527206","2.68837647825172","5.2540156922924","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2014","Single year","6.78558665851986","5.09263722042102","8.4785360966187","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2015","Single year","3.65253758057108","2.40345473497924","4.90162042616293","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2016","Single year","4.42620650073739","3.05166012023054","5.80075288124423","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2017","Single year","5.40751323101593","3.90634944318789","6.90867701884396","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2018","Single year","3.32791048394657","2.15541466560821","4.50040630228494","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2019","Single year","4.26681190565303","2.94403507540308","5.58958873590297","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in02","2020","Single year","6.89665142611292","5.2326172434173","8.56068560880854","Per 100,000 people","Age-standardised rate","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2000","Single year","29","18.4452709272037","39.5547290727962","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2001","Single year","54","39.597264970934","68.4027350290659","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2002","Single year","49","35.2802521082196","62.7197478917803","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2003","Single year","29","18.4452709272037","39.5547290727962","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2004","Single year","38","25.9179705683864","50.0820294316135","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2005","Single year","40","27.6040993539087","52.3959006460912","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2006","Single year","42","29.2979816379776","54.7020183620223","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2007","Single year","45","31.8521618913512","58.1478381086487","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2008","Single year","37","25.0780045141057","48.9219954858942","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2009","Single year","56","41.3329725588696","70.6670274411303","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2010","Single year","56","41.3329725588696","70.6670274411303","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2011","Single year","42","29.2979816379776","54.7020183620223","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2012","Single year","40","27.6040993539087","52.3959006460912","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2013","Single year","37","25.0780045141057","48.9219954858942","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2014","Single year","62","46.567228152952","77.4327718470479","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2015","Single year","33","21.7408641058513","44.2591358941486","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2016","Single year","40","27.6040993539087","52.3959006460912","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2017","Single year","50","36.1409617565032","63.8590382434967","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2018","Single year","31","20.0873823744475","41.9126176255524","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2019","Single year","40","27.6040993539087","52.3959006460912","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"in01","2020","Single year","66","50.0771773178932","81.9228226821067","Injuries","Number","Intentional","Validated","Children","0-14 years","Serious non-fatal"
"f22c","2000","Single year","650.586066586577","428.493723402762","872.678409770392","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2001","Single year","501.530585592246","312.31065323027","690.750517954221","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2002","Single year","576.139513748576","379.551556941042","772.72747055611","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2003","Single year","582.362728785357","389.42922954175","775.296228028964","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2004","Single year","724.193868786967","514.903686258422","933.484051315513","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2005","Single year","736.812427712586","532.485412447531","941.139442977642","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2006","Single year","974.510206895173","745.985423281939","1203.0349905084","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2007","Single year","674.026457142628","488.719462889809","859.333451395447","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2008","Single year","708.109812368965","525.497532437873","890.722092300057","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2009","Single year","728.889253472621","552.703638375808","905.074868569433","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2010","Single year","595.907901029023","442.223141961254","749.592660096792","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2011","Single year","695.892581853124","533.787944770754","857.997218935495","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2012","Single year","808.001822474556","640.696684299687","975.306960649425","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2013","Single year","903.555169536598","731.911407487554","1075.19893158564","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
"f22c","2014","Single year","807.122660489598","650.824676980778","963.420643998418","Per 100,000 people","Age-standardised rate","Falls","Validated","Maori","75+ years","Serious"
